BXO0811,-8.060600,-34.905393
FXZ2734,-8.059305,-34.905941
CYK5463,-8.059281,-34.905250
WOX7832,-8.060641,-34.906196
AIW3076,-8.058925,-34.904681
EXT3260,-8.060163,-34.905106
UWK3519,-8.059971,-34.905190
LZT2810,-8.059021,-34.906005
YJC1383,-8.060359,-34.904686
FYD8605,-8.060502,-34.904653
JTV9410,-8.059350,-34.905364
IIQ8534,-8.060253,-34.905136
QBP0966,-8.059867,-34.905879
UAS9617,-8.060366,-34.906093
LRO1275,-8.059728,-34.904617
YTI9902,-8.059930,-34.905582
RDZ7014,-8.058970,-34.905234
VGO6225,-8.060441,-34.906279
VHT3871,-8.060347,-34.905183
RWB9820,-8.059732,-34.905208
OUR2961,-8.060787,-34.905524
WUC8352,-8.059764,-34.906433
OIS9447,-8.060688,-34.904784
CQC5514,-8.059867,-34.904791
NKC8237,-8.059370,-34.906054
MDI5658,-8.059641,-34.904595
ZQU5245,-8.060840,-34.906421
AVA3969,-8.060410,-34.904613
EXU2027,-8.059671,-34.905976
WWO6391,-8.060783,-34.905333
BMV5875,-8.060217,-34.904873
GGP7194,-8.060710,-34.905616
KJT0126,-8.060281,-34.905839
CWN4901,-8.059981,-34.904667
YRH8313,-8.059644,-34.906240
XNM8814,-8.058909,-34.905547
WIA0932,-8.059156,-34.905229
ZEE3241,-8.060137,-34.906321
JGL7267,-8.060481,-34.905345
AOU8474,-8.059261,-34.905675
IUY7009,-8.060449,-34.905482
DGH8872,-8.058941,-34.905296
VIY2797,-8.059468,-34.905975
BFZ1386,-8.059705,-34.905539
QJO6159,-8.060787,-34.904996
EJR8959,-8.060438,-34.904630
TMN2725,-8.059969,-34.905031
OSJ6575,-8.059704,-34.905979
SBV1182,-8.059941,-34.905553
CSJ7858,-8.059600,-34.905326
QRK5117,-8.059503,-34.905034
WMG4543,-8.060427,-34.906216
YUX8933,-8.059807,-34.906454
XJD6564,-8.059778,-34.905012
UPS0268,-8.059019,-34.906002
XIF0376,-8.059720,-34.906172
XAN4430,-8.060086,-34.905527
GNA8163,-8.059677,-34.904724
HJD2978,-8.059258,-34.906340
VEC5419,-8.059694,-34.905698
YOE8439,-8.059746,-34.906454
FTI1373,-8.060060,-34.905741
GMZ0851,-8.058935,-34.906270
RHJ7719,-8.060631,-34.905064
UUZ0842,-8.060015,-34.906347
YPP3385,-8.059619,-34.905630
NHO0227,-8.059978,-34.905234
HNA0258,-8.059451,-34.905727
AJB6709,-8.060822,-34.905885
KAD5555,-8.059962,-34.904691
OLA8152,-8.059250,-34.904626
DLX7138,-8.058889,-34.906406
GNY1706,-8.060284,-34.905750
SUC8949,-8.060775,-34.906155
CCA1409,-8.059473,-34.906225
AWP3579,-8.058858,-34.906055
BJC8880,-8.059071,-34.906307
CXT1438,-8.060675,-34.905631
BMR7348,-8.059422,-34.906412
NFW3756,-8.059373,-34.905555
BKW6709,-8.059689,-34.905770
GLM0329,-8.059618,-34.904638
IJO8284,-8.059386,-34.905679
JWB7696,-8.059228,-34.904592
COY7373,-8.060661,-34.905306
UKM3522,-8.059539,-34.905071
LVN6122,-8.059184,-34.904763
WJE4892,-8.059684,-34.905122
FTS7014,-8.059531,-34.906360
ATO8396,-8.059594,-34.905894
JEZ9737,-8.060144,-34.905744
LFM3046,-8.060453,-34.905872
ZUX6486,-8.058882,-34.904817
PQS5536,-8.060761,-34.906260
FQL7242,-8.059100,-34.905816
RLX8847,-8.058912,-34.906012
VKD5633,-8.060220,-34.906146
LWX4449,-8.059484,-34.906081
VON2580,-8.060116,-34.905941
MBR3261,-8.060289,-34.906407
ZEA4241,-8.060804,-34.905605
RWI0650,-8.059649,-34.905432
YDA3626,-8.060796,-34.904942
TXG0170,-8.060210,-34.905712
AFW9879,-8.059881,-34.905595
TRC6594,-8.060818,-34.906371
NZS0197,-8.059101,-34.905897
AUK1080,-8.059004,-34.905515
HJN4707,-8.059807,-34.904926
ERR1694,-8.059074,-34.905891
FZF6853,-8.059682,-34.906489
HMO8496,-8.060592,-34.905899
CIE8243,-8.060759,-34.906247
MWP2616,-8.059360,-34.905361
ZPF5041,-8.059637,-34.905018
YAW3947,-8.059043,-34.906293
WJQ0694,-8.058850,-34.904766
CBI9187,-8.059502,-34.905595
BKR7526,-8.060589,-34.904810
ZLD8402,-8.060826,-34.905298
EXP8382,-8.060251,-34.904756
KUR1126,-8.060453,-34.905477
GKE4254,-8.059749,-34.905792
SEI9386,-8.060147,-34.905891
CUZ6625,-8.059120,-34.905137
YJE5021,-8.058962,-34.904895
DDT7561,-8.060166,-34.905893
JGK2132,-8.060297,-34.906403
APH4314,-8.060513,-34.904777
YAT2653,-8.059359,-34.905524
MEM1139,-8.059453,-34.905646
EEP2209,-8.060716,-34.906461
QMW9040,-8.059954,-34.905176
GSY0990,-8.059791,-34.906480
PAC8196,-8.058848,-34.905990
MTD1021,-8.059752,-34.906406
FAI5668,-8.060439,-34.904880
CAK2811,-8.060216,-34.904636
AXM5209,-8.059957,-34.905559
YSO4229,-8.060784,-34.906358
RZY7759,-8.058973,-34.906296
PUE0432,-8.060443,-34.905285
DHK8937,-8.060007,-34.906470
MLL6675,-8.059943,-34.904997
SFX2563,-8.060355,-34.906002
MNR4059,-8.060222,-34.905727
YNM5972,-8.060524,-34.905805
ZOY0849,-8.058898,-34.906398
MXB1682,-8.060199,-34.906211
RFI3304,-8.060312,-34.905065
PHM2807,-8.060158,-34.905225
OOM9693,-8.059522,-34.905295
FEF6882,-8.059573,-34.906097
ZIG4466,-8.058941,-34.905626
FFJ7226,-8.060131,-34.906050
PPK8036,-8.060010,-34.905027
KNI8966,-8.060218,-34.905754
WDN9294,-8.059561,-34.906523
UCP4549,-8.059381,-34.905680
VGB2532,-8.060730,-34.905630
ZVS1667,-8.060699,-34.905416
QMX1210,-8.059018,-34.905296
MES8448,-8.060557,-34.905109
NXG0705,-8.059484,-34.905350
ZNW3032,-8.059095,-34.905758
SZF6937,-8.059389,-34.905769
DUA2176,-8.060328,-34.905141
CFJ4034,-8.060319,-34.904852
IZO7003,-8.059522,-34.906061
NLU5678,-8.059462,-34.905483
VBL7462,-8.059162,-34.906193
AGK6350,-8.059815,-34.906484
UBL4216,-8.059909,-34.904564
PSY2099,-8.059909,-34.905251
VUB4117,-8.060144,-34.906092
MGN4331,-8.060843,-34.904902
JHW9020,-8.059243,-34.906265
WTF8613,-8.059557,-34.904821
VZI0750,-8.059091,-34.905415
UHW9573,-8.059531,-34.906009
GQA4127,-8.060828,-34.906042
SYB9832,-8.060010,-34.906358
OGS5513,-8.059408,-34.906005
FJM3007,-8.059727,-34.906537
CKL5064,-8.060003,-34.905751
IKK6033,-8.060573,-34.905422
KQB4953,-8.060301,-34.905718
DJH5435,-8.060009,-34.905602
EGO4999,-8.058862,-34.906488
PQE4397,-8.060001,-34.905884
AKW4161,-8.059329,-34.906241
XEF6420,-8.059020,-34.905736
SRG2630,-8.060292,-34.906399
TBS4128,-8.059108,-34.906143
GOG5646,-8.059436,-34.905772
JNE1487,-8.059368,-34.906388
QME5402,-8.059354,-34.905771
PCM8916,-8.059894,-34.905130
OIW6559,-8.059050,-34.904851
NKE7437,-8.058891,-34.905184
ZLV7510,-8.060565,-34.906366
KUT4009,-8.059826,-34.905887
OXQ6459,-8.059226,-34.906178
IDJ7651,-8.060644,-34.904772
GZZ1657,-8.060612,-34.906426
PJG5846,-8.059697,-34.905766
NBB5062,-8.060077,-34.905054
ITK7457,-8.060187,-34.904839
GOG9145,-8.059268,-34.904839
GOG5794,-8.059532,-34.906527
KRX6510,-8.059053,-34.904982
BFE5943,-8.059161,-34.905114
RLU6732,-8.059757,-34.906032
TOP2958,-8.059585,-34.905206
IKF6711,-8.058958,-34.905428
PHR9007,-8.060171,-34.904886
UIJ6676,-8.060263,-34.906514
GFF1448,-8.060445,-34.905804
NDU1201,-8.058949,-34.906102
ZZZ1495,-8.059484,-34.905216
BCW2110,-8.059467,-34.905503
CAS2271,-8.060069,-34.905542
NKK6435,-8.060591,-34.904727
ZJV6043,-8.060215,-34.905819
PUQ0876,-8.060709,-34.906234
PGE8075,-8.059349,-34.906127
IIU0524,-8.060214,-34.905646
KSX8753,-8.059117,-34.905803
XSW1803,-8.059455,-34.906182
XRB7476,-8.059672,-34.906551
FSY5341,-8.060834,-34.905200
XMJ8967,-8.059698,-34.905451
PER3447,-8.059003,-34.904652
KVD7571,-8.059373,-34.904616
CYF0065,-8.060058,-34.904913
TVK0986,-8.058979,-34.905325
JEA0407,-8.059253,-34.904646
WDO1440,-8.060499,-34.904562
LIK8192,-8.059521,-34.905057
KIZ1832,-8.060732,-34.905707
TPQ1244,-8.060604,-34.904718
LBF9913,-8.060332,-34.906083
QND4405,-8.059618,-34.905402
NHP2783,-8.058946,-34.905902
LPY5867,-8.060283,-34.905477
DIP8633,-8.059629,-34.904800
UZS0024,-8.060649,-34.904783
KOT0930,-8.058930,-34.906272
MON6012,-8.060351,-34.905424
HQW5784,-8.059424,-34.904758
KOA6078,-8.060194,-34.906485
PNK3919,-8.060176,-34.905631
XJA8805,-8.059185,-34.905078
HCF5188,-8.060246,-34.905943
EBP9979,-8.060098,-34.905455
VBZ8105,-8.059748,-34.905837
PQE1348,-8.060825,-34.905544
USX2260,-8.060468,-34.905074
NCO3013,-8.060098,-34.905149
JJQ7029,-8.059746,-34.905807
WYW8352,-8.059459,-34.905712
MTT4333,-8.060518,-34.906295
RPD7969,-8.060319,-34.904994
APJ5874,-8.060011,-34.905898
ERE7527,-8.059610,-34.906219
QDF2473,-8.060531,-34.905364
ILZ0886,-8.060667,-34.905570
FFX6542,-8.059667,-34.905290
SFC5314,-8.060675,-34.906113
SLS7326,-8.060147,-34.906293
WYS6876,-8.059803,-34.905004
ZCK6685,-8.059668,-34.904596
ZOY2144,-8.060647,-34.905534
VPT2594,-8.059429,-34.905134
LZE8881,-8.059625,-34.906381
NHA5408,-8.060752,-34.906099
GWY7126,-8.059327,-34.905710
EUO3278,-8.060065,-34.905857
DWR0200,-8.059160,-34.904861
NAO7834,-8.060634,-34.904901
EAQ8040,-8.059591,-34.904908
TKW8554,-8.060252,-34.906125
BYU9897,-8.060709,-34.904657
BAI2880,-8.060508,-34.905081
MMX9930,-8.058994,-34.905972
GXL5492,-8.059893,-34.904587
CKA1402,-8.060500,-34.905005
JLJ8902,-8.059730,-34.905375
YTW3228,-8.060383,-34.906078
FEQ5417,-8.059608,-34.905419
CLX6551,-8.059708,-34.906202
CWJ6511,-8.059624,-34.904861
WOK5096,-8.060832,-34.905843
CXA1968,-8.060328,-34.905098
AWK1374,-8.059522,-34.905171
PNR2193,-8.060677,-34.905881
MZX1604,-8.060749,-34.904766
ZXH9886,-8.059137,-34.904760
BOY6541,-8.060400,-34.905354
KYM1973,-8.059157,-34.904669
OZN3164,-8.060308,-34.905307
OAT5808,-8.059942,-34.904633
VPY9878,-8.059698,-34.905970
FKW9805,-8.060122,-34.905750
RLG1709,-8.060447,-34.906211
NCD4990,-8.060053,-34.905677
DUK4617,-8.060151,-34.905292
EKE8643,-8.060824,-34.905602
PMZ8325,-8.059158,-34.905117
DJB7558,-8.060844,-34.904833
LZM6615,-8.060442,-34.905485
NUW9131,-8.059822,-34.905827
CHH0196,-8.059047,-34.904739
QEL3849,-8.060628,-34.904624
ACL0180,-8.059310,-34.904971
KTR3998,-8.060074,-34.904839
QIZ2212,-8.059052,-34.904843
AUJ0416,-8.059484,-34.905195
LMQ7178,-8.059572,-34.906004
WBB4736,-8.059082,-34.906162
WQJ3635,-8.058922,-34.905230
ZXP6542,-8.059592,-34.905506
LCY9046,-8.060401,-34.905518
PUW5146,-8.059418,-34.906045
GGT5821,-8.060503,-34.906454
BDN1489,-8.059557,-34.905627
WAJ7028,-8.059710,-34.905888
SUP6522,-8.059084,-34.905315
SLK4371,-8.058874,-34.905549
ILM7091,-8.059453,-34.906322
GNU9937,-8.060529,-34.904943
LBN9910,-8.060774,-34.905012
KTS2980,-8.059774,-34.905650
CCP8869,-8.059532,-34.904573
EGT8202,-8.059040,-34.905821
DLK5172,-8.060731,-34.906128
PXU0395,-8.059300,-34.904598
ESK4282,-8.059722,-34.905130
SCX0189,-8.060061,-34.905762
IRG2098,-8.059189,-34.905599
RPE2384,-8.059512,-34.905676
TIO3909,-8.060656,-34.906144
GVA5870,-8.059462,-34.905226
ZVK3715,-8.060697,-34.906438
FMK6233,-8.059421,-34.906456
CKX7267,-8.059918,-34.906170
BWK1825,-8.059823,-34.905031
ZGL1660,-8.058919,-34.905692
JGD2658,-8.059464,-34.906060
GAG2474,-8.059662,-34.905166
KAF5716,-8.059517,-34.906348
LCL8003,-8.060606,-34.906081
ECO3798,-8.059271,-34.906323
MNN9494,-8.059123,-34.906077
ZYD6028,-8.060837,-34.906151
BSE8335,-8.060577,-34.905268
BBB1736,-8.059875,-34.905250
YPJ7330,-8.058848,-34.906243
GMS1244,-8.060306,-34.906127
CTK3349,-8.060121,-34.904666
XJV6130,-8.060724,-34.904999
LYF7848,-8.059366,-34.905241
TWV1991,-8.059170,-34.906101
XQT5059,-8.060331,-34.904806
QNM2545,-8.059699,-34.904740
PYA2124,-8.060455,-34.905894
RQO8344,-8.060723,-34.906129
ACY0563,-8.059480,-34.906041
LCS1561,-8.059390,-34.906322
GXN6366,-8.060667,-34.905393
EYM3874,-8.058992,-34.905051
DES7213,-8.059148,-34.906021
TTT8337,-8.059649,-34.905629
DHP8658,-8.059165,-34.905843
QIC1771,-8.059015,-34.904827
TFA5738,-8.058846,-34.904665
EFX9064,-8.059720,-34.906214
UEV9969,-8.060446,-34.906201
BFY6024,-8.060680,-34.905584
PNM3468,-8.060239,-34.904592
PXX2085,-8.060531,-34.906336
FKW6327,-8.059959,-34.904733
JCN4433,-8.058925,-34.905749
NVB8447,-8.059417,-34.905585
JRU8304,-8.060093,-34.904720
JHF4698,-8.059127,-34.904729
CQJ4965,-8.060381,-34.905957
OLV8063,-8.059572,-34.906182
PVI4346,-8.060385,-34.905343
RFH4996,-8.060686,-34.906254
DLP6549,-8.060625,-34.905356
ZST4872,-8.059944,-34.905530
CRQ9626,-8.060811,-34.905499
YVU4180,-8.059039,-34.905229
MYF4521,-8.059411,-34.906406
XZH0612,-8.060506,-34.905770
WCV2059,-8.060395,-34.905971
KPW5485,-8.060300,-34.905153
COF5688,-8.060807,-34.906256
GWK9943,-8.059227,-34.905510
QDF1294,-8.059862,-34.905988
KES9871,-8.059765,-34.905100
UVZ8388,-8.059231,-34.904904
UOP0319,-8.060430,-34.906502
YQR5863,-8.059182,-34.904605
TJV1120,-8.058945,-34.905342
PWB4429,-8.058904,-34.905480
OUE9204,-8.060742,-34.904787
EIH7334,-8.060498,-34.905084
MWL3867,-8.060684,-34.904739
LZN6746,-8.059710,-34.904974
MIJ1667,-8.060329,-34.906518
CXJ1626,-8.059343,-34.905606
KWQ6039,-8.060404,-34.904774
FXA8433,-8.058970,-34.906123
MFC8902,-8.060288,-34.904649
WYA9969,-8.060683,-34.905828
XYO2022,-8.060787,-34.905175
XWC7715,-8.060202,-34.905180
CDW4336,-8.059100,-34.906351
GEN2023,-8.059902,-34.905946
QXW4435,-8.059081,-34.904928
AXX9747,-8.060465,-34.906169
XUR6789,-8.059660,-34.906441
OKM9004,-8.058964,-34.904956
KAI8231,-8.059156,-34.906162
ZYN2177,-8.059376,-34.905977
HPK9577,-8.059546,-34.906046
NKO2742,-8.059950,-34.904964
DCQ1713,-8.058980,-34.906034
VKS2737,-8.059657,-34.905413
PBW3536,-8.060820,-34.904705
BWC8267,-8.059030,-34.906495
LSV4099,-8.060055,-34.905563
QWV7243,-8.060430,-34.905670
OHR4996,-8.059883,-34.904790
DXJ9934,-8.059618,-34.905866
QPZ0426,-8.060059,-34.906209
AZZ8912,-8.060298,-34.906089
BXE8208,-8.060310,-34.905206
ZOR3386,-8.059770,-34.906475
HHP7648,-8.059607,-34.904977
IEG7217,-8.060272,-34.905159
SXS6913,-8.060604,-34.904827
VYM8459,-8.058929,-34.905020
ODS4330,-8.058901,-34.906390
POY8432,-8.060484,-34.904609
AJK3089,-8.059763,-34.906236
CUI7130,-8.059354,-34.905324
ZAM0292,-8.059338,-34.905422
AST4507,-8.060175,-34.905233
QBL5324,-8.059895,-34.905473
KEG0805,-8.059509,-34.905010
ROL1797,-8.059416,-34.906005
NDX1885,-8.059375,-34.904816
ZYW8543,-8.060365,-34.904810
SWS8980,-8.060730,-34.905816
TBH4447,-8.059621,-34.905308
TUA7874,-8.059755,-34.904988
FJY2862,-8.060185,-34.905593
LAW9207,-8.059912,-34.904740
QAM7248,-8.060532,-34.905486
UIW2824,-8.059294,-34.906026
HQA4568,-8.059119,-34.905532
ZYR4352,-8.059349,-34.904752
RFK2686,-8.060581,-34.906396
HHN2896,-8.060701,-34.905208
DPP2291,-8.059732,-34.905076
PLF4678,-8.059692,-34.906154
TEJ6396,-8.058882,-34.904563
NYF8752,-8.059869,-34.905246
MBC0703,-8.059030,-34.906514
VZC7363,-8.060128,-34.906442
ZJN2875,-8.060816,-34.906404
WMD6346,-8.060486,-34.904871
MOB6276,-8.060610,-34.905712
RPL5735,-8.059446,-34.905881
LAA8048,-8.060022,-34.905842
QVM1730,-8.060136,-34.905924
JSE1029,-8.059121,-34.905293
DEC5908,-8.059846,-34.906210
BLA5582,-8.060028,-34.905548
BFH3831,-8.058911,-34.905176
GCS0389,-8.059071,-34.904972
DLM2082,-8.059811,-34.906465
VSM6906,-8.059189,-34.906390
CVW4525,-8.059540,-34.904975
DTH3528,-8.059190,-34.905856
XIC1325,-8.059760,-34.904879
XUB1721,-8.059881,-34.905925
QXE2368,-8.059534,-34.905014
ZFJ8568,-8.059070,-34.905336
EEI0199,-8.059849,-34.906334
DYA4615,-8.059974,-34.906522
IZD4348,-8.060454,-34.906381
CGV0808,-8.059370,-34.906414
ILK0874,-8.059950,-34.905164
XMA6088,-8.060108,-34.905802
PJX1573,-8.059034,-34.904890
GKS7937,-8.059477,-34.905322
IZL8558,-8.060664,-34.905066
VOO9509,-8.059021,-34.906351
IAZ3335,-8.060235,-34.906459
CWQ1669,-8.059663,-34.905739
PDV6548,-8.058874,-34.906542
PMV1201,-8.059837,-34.905976
ZTV5484,-8.060823,-34.904620
DOO2525,-8.060197,-34.906040
OUZ4179,-8.059679,-34.904669
CPU4488,-8.059453,-34.904693
LGG5641,-8.060750,-34.904986
ZHD0199,-8.059650,-34.904897
TZA2990,-8.060252,-34.904589
KHJ0803,-8.059177,-34.906501
VCT8267,-8.059217,-34.905000
QSQ8306,-8.059940,-34.905021
XPB1260,-8.059732,-34.906359
HVF2592,-8.060587,-34.905808
UCP0525,-8.059313,-34.905778
NCE0619,-8.060787,-34.904596
LBS0055,-8.060623,-34.906433
MQO4935,-8.060528,-34.905041
IOE0714,-8.059838,-34.906054
HNK0991,-8.060842,-34.904969
BGB7920,-8.059335,-34.906521
DGQ1686,-8.060175,-34.904800
NCW7277,-8.059701,-34.905767
YDC5429,-8.060644,-34.905422
UKY7928,-8.059568,-34.905214
WLC7046,-8.060012,-34.905461
VBH3081,-8.059927,-34.904566
QGD8955,-8.060166,-34.905697
NTP6382,-8.059332,-34.906113
VBN8576,-8.060724,-34.905840
NGO3634,-8.060789,-34.904668
TEG2729,-8.059407,-34.906040
YZE2411,-8.059507,-34.904847
FPD2046,-8.060659,-34.906285
DWA5410,-8.059411,-34.906047
MTO3656,-8.060508,-34.905100
KDH3107,-8.060218,-34.905524
ZYN8565,-8.059064,-34.906494
DAI8811,-8.060043,-34.905827
OPZ6769,-8.060528,-34.905179
KMO3421,-8.059392,-34.904989
XSM5294,-8.059004,-34.905024
VWX6730,-8.058975,-34.905416
FHN8484,-8.060520,-34.905919
JXP1522,-8.059327,-34.906109
BVQ8162,-8.058873,-34.905988
JVJ0879,-8.060174,-34.906272
OFO0872,-8.060697,-34.904826
SKS2485,-8.060089,-34.905641
WYH3563,-8.059958,-34.905660
SWA2877,-8.058966,-34.906303
IZW0883,-8.059342,-34.904779
ZBK0597,-8.059583,-34.904775
HMJ5354,-8.060019,-34.904703
DGA8656,-8.059397,-34.905360
JPS5308,-8.059871,-34.905031
KZD0757,-8.059157,-34.905870
OGY4771,-8.060018,-34.905015
RVZ7182,-8.059786,-34.906452
ANU3875,-8.058871,-34.905286
ODV7714,-8.060075,-34.905017
XXQ7750,-8.060036,-34.904840
CXN9386,-8.059241,-34.906237
XNB8395,-8.060341,-34.905078
BQS1501,-8.059270,-34.905077
EWR5416,-8.058860,-34.904859
AEP4148,-8.060659,-34.904937
BNK6356,-8.060625,-34.906132
NQQ2633,-8.059131,-34.905905
SLQ5575,-8.059295,-34.905971
OPQ6797,-8.060674,-34.904663
PZU5179,-8.059973,-34.905291
TWA6140,-8.059358,-34.906518
HED3400,-8.059199,-34.906052
DXZ4279,-8.059287,-34.905049
KEM9637,-8.059639,-34.904884
SVO0504,-8.060700,-34.905916
WTA3720,-8.059002,-34.905298
MLI5126,-8.060833,-34.906041
IUE4029,-8.060132,-34.906503
RDH8020,-8.058848,-34.904770
BZA0876,-8.060538,-34.905465
EWI3415,-8.060353,-34.905224
IDX5508,-8.060561,-34.905486
UIH2393,-8.059094,-34.904690
WGE5442,-8.059345,-34.905714
FOX4477,-8.058879,-34.906095
BXM5278,-8.059361,-34.904712
EHP0470,-8.058962,-34.905033
GAN4314,-8.060693,-34.905482
YCH7024,-8.060727,-34.905837
LMW2764,-8.059556,-34.905707
GOI1691,-8.059635,-34.905936
BVN9936,-8.060105,-34.904940
HJF5068,-8.059801,-34.906475
LMF5006,-8.060001,-34.905996
KZB9667,-8.059792,-34.905918
PVZ4942,-8.059450,-34.905312
XJK2284,-8.060323,-34.906008
UVP1552,-8.060204,-34.904813
HYD5466,-8.060534,-34.905243
VQC7698,-8.059774,-34.905661
THL0904,-8.060781,-34.905203
CER4113,-8.058954,-34.906460
JCF2362,-8.060145,-34.906048
OLO1569,-8.060068,-34.905263
ZNI2892,-8.060367,-34.904847
SFB5849,-8.059843,-34.906416
ULA2816,-8.059472,-34.905880
ZTL7664,-8.060383,-34.904637
LAA9658,-8.059132,-34.906512
JDK7785,-8.059439,-34.904613
CGO1679,-8.059548,-34.905801
PWW6530,-8.059428,-34.904582
HTK1247,-8.060571,-34.906549
XEY6596,-8.058883,-34.904985
CYK4483,-8.060514,-34.904718
EXA4771,-8.059362,-34.904778
HGC4438,-8.060549,-34.906527
KGT1513,-8.059207,-34.905305
LUO3522,-8.060336,-34.905309
FIX5770,-8.059445,-34.906424
HFW6329,-8.060477,-34.904606
IOS5596,-8.059908,-34.904830
JZM8998,-8.060096,-34.905249
JDU0568,-8.058887,-34.904967
CIT5268,-8.059395,-34.906373
IJL3760,-8.059846,-34.904872
TVW0659,-8.060225,-34.906537
NTA1801,-8.060463,-34.905235
TFA7222,-8.059509,-34.904907
NCN6284,-8.060464,-34.905804
UUL7689,-8.059055,-34.905006
RKN6857,-8.060391,-34.905129
JBO6085,-8.059936,-34.906285
QOT3777,-8.059477,-34.905484
XNW7025,-8.058913,-34.905915
OQA2205,-8.059638,-34.905762
MSR0482,-8.060228,-34.906036
FOQ9091,-8.060369,-34.904753
OLG0854,-8.059988,-34.905163
PHG6464,-8.059228,-34.906347
CFC2538,-8.059667,-34.905792
BWW8279,-8.059860,-34.905766
DJZ1346,-8.058980,-34.904622
XYW9286,-8.059832,-34.906347
ROP5973,-8.059534,-34.905936
